SessionID,IPID,TIMESTAMP,VHOST,URL_FILE,PAGE_NAME,REF_URL_category,page_load_error,page_action_detail,tip,service_detail,xps_info,page_action_detail_EN,service_detail_EN,tip_EN
27039554,428163,2015-09-08 11:20:22.780000000,www.werk.nl,/xpsimage/ptl137524,ptl137524,,0,,,,,,,
14608628,308376,2015-09-09 10:04:03.917000000,www.werk.nl,/werk_nl/werknemer/vacatures,vacatures,,0,,,,,,,
6022564,112795,2015-09-09 10:44:45.190000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-bijstand,aanvragen-bijstand,,0,,,7. Versturen gegevens,,,7. Send data,
11189588,1026386,2015-09-08 11:23:09.080000000,www.werk.nl,/printservice/print,print,,0,,,,,,,
1554565,541469,2015-09-09 09:42:04.123000000,www.werk.nl,/werk_nl/werknemer/vacatures,vacatures,,0,,,,,,,
813290,400244,2015-09-08 15:21:33.743000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-ww,aanvragen-ww,,0,,,4. Gewerkte uren,,,4. Hours worked,
24899334,308376,2015-09-09 10:23:45.637000000,www.werk.nl,/shared/foutopgetreden.html,foutopgetreden.html,,1,,,,,,,
12088781,76678,2015-09-09 09:40:46.757000000,www.werk.nl,/werk_nl/werknemer/vacatures,vacatures,,0,,,,,,,
20893378,411640,2015-09-09 11:03:50.063000000,www.werk.nl,/werk_nl/werknemer/werkmap,werkmap,UWV,0,,,,,,,
8879749,145923,2015-09-09 09:09:50.177000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
13420512,1810298,2015-09-09 11:44:27.480000000,www.werk.nl,/werk_nl/werknemer/vacatures,vacatures,,0,,,,,,,
26107087,145923,2015-09-09 10:17:05.613000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
8701504,32252,2015-09-09 11:51:45.903000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
27737731,1751681,2015-09-08 09:30:24.030000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-ww,aanvragen-ww,,0,,,8. Versturen gegevens,,,8. Send data,
10622261,248656,2015-09-09 20:51:00.543000000,www.werk.nl,/werk_nl/werknemer/home,home,Logged Out,0,,,,,,,
8121823,145923,2015-09-09 11:51:30.113000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
11772874,100639,2015-09-09 11:26:43.520000000,digid.werk.nl,/portal/page/portal/home/diensten/gegevens,gegevens,,0,,,,,,,
15854882,1563947,2015-09-09 08:47:30.097000000,www.werk.nl,/werk_nl/werkgever/mijn_werk_nl/cvs_bij_mijn_vacature,cvs_bij_mijn_vacature,,0,,,,,,,
1864784,9334,2015-09-09 09:49:54.437000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-bijstand,aanvragen-bijstand,,0,,,7. Versturen gegevens,,,7. Send data,
28139008,651026,2015-09-09 11:21:56.090000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
24224851,1616215,2015-09-08 20:48:18.577000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-bijstand,aanvragen-bijstand,,0,,,3. Uw bezittingen,,,3. Your possessions,
10818092,850782,2015-09-09 11:52:53.720000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
15200322,319302,2015-09-08 15:34:55.883000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-bijstand,aanvragen-bijstand,,0,,,5. De arbeidsmarkt,,,5. The labor market,
15854882,1563947,2015-09-09 08:47:35.460000000,www.werk.nl,/werk_nl/werkgever/mijn_werk_nl/cvs_bij_mijn_vacature,cvs_bij_mijn_vacature,,0,,,,,,,
8701504,32252,2015-09-09 12:01:35.227000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
5306339,327996,2015-09-09 07:52:44.813000000,www.werk.nl,/shared/timeout.htm,timeout.htm,,0,,,,,,,
22878642,1119243,2015-09-08 13:32:58.823000000,www.werk.nl,/werk_nl/werknemer/home,home,DigID,0,,,,,,,
26107087,145923,2015-09-09 09:09:57.023000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
13587347,1243795,2015-09-08 22:52:59.577000000,www.werk.nl,/werk_nl/werknemer/vacatures,vacatures,,0,,,,,,,
9843592,776178,2015-09-08 09:29:43.807000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-ww,aanvragen-ww,,0,,,4. Gewerkte uren,,,4. Hours worked,
19255579,1622550,2015-09-08 14:10:56.900000000,www.werk.nl,/werk_nl/werknemer/vacatures,vacatures,,0,,,,,,,
4267312,214979,2015-09-09 11:43:47.347000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
3402960,839843,2015-09-08 15:21:47.557000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-ww,aanvragen-ww,,0,,,4. Gewerkte uren,,,4. Hours worked,
18242620,1611077,2015-09-08 13:35:38.633000000,www.werk.nl,/werk_nl/werknemer/home,home,,0,,,,,,,
940965,74653,2015-09-09 08:49:26.907000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
24927226,768812,2015-09-08 15:17:17.833000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-ww,aanvragen-ww,,0,,,3. Het ontslag,,,3. The dismissal,
8879749,145923,2015-09-09 09:11:25.197000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
9958875,306586,2015-09-09 20:35:04.563000000,www.werk.nl,/werk_nl/werknemer/werkmap,werkmap,UWV,0,,,,,,,
2836043,203233,2015-09-08 14:20:38.327000000,www.werk.nl,/werk_nl/werknemer/vacatures,vacatures,,0,,,,,,,
7318719,109387,2015-09-09 10:24:52.067000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
15088349,143555,2015-09-09 11:26:12.293000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
8701504,32252,2015-09-09 11:51:39.207000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
3243263,148852,2015-09-09 08:49:40.007000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
16072686,516218,2015-09-09 10:11:31.033000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
16195810,1308334,2015-09-08 15:19:56.577000000,www.werk.nl,/werk_nl/werknemer/vacatures,vacatures,,0,,,,,,,
13384565,164517,2015-09-08 14:18:08.790000000,www.werk.nl,/werk_nl/werknemer/vacatures,vacatures,,0,,,,,,,
29618532,1005586,2015-09-09 11:16:59.420000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
8879749,145923,2015-09-09 09:12:56.993000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
21349207,255890,2015-09-09 11:44:22.937000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
30719565,531651,2015-09-09 09:17:58.313000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
16695194,625526,2015-09-08 11:23:01.513000000,www.werk.nl,/werk_nl/werknemer/vacatures,vacatures,,0,,,,,,,
8879749,145923,2015-09-09 09:14:24.180000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
11503561,253033,2015-09-08 18:52:02.003000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-ww,aanvragen-ww,,0,,,6. Uw arbeidsverleden,,,6. Your employment history,
29240590,242349,2015-09-09 10:28:39.690000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-ww,aanvragen-ww,,0,,,4. Gewerkte uren,,,4. Hours worked,
7405148,204505,2015-09-09 11:23:03.460000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
18737578,56662,2015-09-08 14:23:03.813000000,www.werk.nl,/printservice/print,print,,0,,,,,,,
21512202,1607776,2015-09-08 14:13:32.260000000,www.werk.nl,/printservice/print,print,,0,,,,,,,
21349207,255890,2015-09-09 11:44:27.743000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
25039624,645881,2015-09-09 11:21:00.457000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
8879749,145923,2015-09-09 10:27:54.390000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
25357706,878886,2015-09-08 22:36:46.043000000,www.werk.nl,/werk_nl/werknemer/vacatures,vacatures,,0,,,,,,,
18619320,469583,2015-09-09 08:14:50.603000000,www.werk.nl,/werk_nl/werknemer/vacatures,vacatures,,0,,,,,,,
15088349,143555,2015-09-09 11:23:05.220000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
24421036,616910,2015-09-08 18:52:24.347000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-ww,aanvragen-ww,,0,,,5. Ander werk/inkomsten,,,5. Other work/income,
19514652,435775,2015-09-09 08:59:13.567000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
30964523,670226,2015-09-09 11:27:10.087000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
4857380,76678,2015-09-09 10:44:34.577000000,www.werk.nl,/werk_nl/werknemer/vacatures,vacatures,,0,,,,,,,
30384005,1547284,2015-09-09 06:05:31.847000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
29222246,115996,2015-09-08 11:22:31.470000000,www.werk.nl,/werk_nl/werkgever/meerweten/selectie/desollicitatieprocedure,desollicitatieprocedure,Search Engine,0,,,,,,,
8486928,1125860,2015-09-08 15:21:19.713000000,www.werk.nl,/werk_nl/werknemer/vacatures,vacatures,,0,,,,,,,
3634640,143555,2015-09-09 10:02:17.440000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
28691952,507368,2015-09-09 20:52:35.700000000,www.werk.nl,/werk_nl/werknemer/home,home,Logged Out,0,,,,,,,
21324849,1667323,2015-09-09 11:30:34.690000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
3634640,143555,2015-09-09 10:02:26.877000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
8045781,9334,2015-09-09 11:17:03.657000000,www.werk.nl,/werk_nl/werknemer/uitkering-aanvragen,uitkering-aanvragen,,0,,,,,,,
12989875,806282,2015-09-08 18:32:32.263000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-ww,aanvragen-ww,,0,,,2. Uw laatste werkgever,,,2. Your last employer,
25039624,645881,2015-09-09 11:51:56.537000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
6989506,583618,2015-09-08 12:33:15.730000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-ww,aanvragen-ww,,0,,,,,,,
24421036,616910,2015-09-08 18:52:29.100000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-ww,aanvragen-ww,,0,,,6. Uw arbeidsverleden,,,6. Your employment history,
18808316,397471,2015-09-09 12:40:08.393000000,www.werk.nl,/ajax/dwr/call/plaincall/JBeroepenFinder.searchBeroepen.dwr,zoekBeroep,,0,,,,,,,
9526902,261430,2015-09-09 10:13:16.490000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
28781649,554418,2015-09-08 20:13:55.710000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-ww,aanvragen-ww,,0,,,,,,,
13193754,1108848,2015-09-09 11:30:52.743000000,www.werk.nl,/werk_nl/werknemer/vacatures,vacatures,,0,,,,,,,
22160723,143555,2015-09-09 10:14:57.243000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
2982199,1274756,2015-09-08 15:20:34.777000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-ww,aanvragen-ww,,0,,,,,,,
20568007,608602,2015-09-08 20:45:06.703000000,www.werk.nl,/zoeken_portlet/ajax/zoekBeroep,zoekBeroep,,0,,,,,,,
13122997,806978,2015-09-08 11:23:22.953000000,www.werk.nl,/werk_nl/werknemer/werkmap,werkmap,UWV,0,,,,,,,
18808316,397471,2015-09-09 12:40:12.600000000,www.werk.nl,/ajax/dwr/call/plaincall/JBeroepenFinder.searchBeroepen.dwr,zoekBeroep,,0,,,,,,,
19632976,109387,2015-09-09 11:56:00.980000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
4716426,1651306,2015-09-09 10:29:02.397000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-ww,aanvragen-ww,,0,,,2. Uw laatste werkgever,,,2. Your last employer,
678547,48286,2015-09-09 09:39:43.580000000,www.werk.nl,/zoeken_portlet/ajax/zoekAantalIndicatief,zoekAantalIndicatief,,0,,,,,,,
21971621,1451192,2015-09-08 15:16:52.627000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
16607319,422507,2015-09-09 11:17:56.660000000,www.werk.nl,/werk_nl/werknemer/werkmap,werkmap,UWV,0,,,,,,,
678547,48286,2015-09-09 09:39:46.807000000,www.werk.nl,/zoeken_portlet/ajax/zoekAantalIndicatief,zoekAantalIndicatief,,0,,,,,,,
22532225,1728554,2015-09-09 10:45:29.137000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
1893814,903049,2015-09-08 19:57:15.423000000,digid.werk.nl,/werk_nl/werknemer/eintake/inschrijven,inschrijven,,0,,,,,,,
28274576,361291,2015-09-09 06:10:44.437000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-ww,aanvragen-ww,,0,,,,,,,
26107087,145923,2015-09-09 09:54:34.143000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
13771080,1804759,2015-09-08 18:52:00.167000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-ww,aanvragen-ww,,0,,,2. Uw laatste werkgever,,,2. Your last employer,
349114,1342898,2015-09-09 11:45:19.723000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-ww,aanvragen-ww,,0,,,,,,,
14414315,216366,2015-09-09 10:29:10.617000000,www.werk.nl,/werk_nl/werknemer/werkmap,werkmap,UWV,0,,,,,,,
9709637,32252,2015-09-09 09:14:45.563000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
30207325,160618,2015-09-09 11:46:01.353000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-ww,aanvragen-ww,,0,,,1. Uw persoonlijke gegevens,,,1. Your personal details,
17389914,123486,2015-09-09 11:01:39.293000000,www.werk.nl,/werk_nl/werknemer/home,home,Logged Out,0,,,,,,,
8879749,145923,2015-09-09 10:30:13.683000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
30717056,438129,2015-09-09 09:41:47.720000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-ww,aanvragen-ww,,0,,,1. Uw persoonlijke gegevens,,,1. Your personal details,
23507481,1437116,2015-09-08 14:02:04.960000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
13079573,109387,2015-09-09 13:00:56.773000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
28289541,1699550,2015-09-09 09:42:19.947000000,digid.werk.nl,/portal/page/portal/home/diensten/aanvragen-ww,aanvragen-ww,,0,,,2. Uw laatste werkgever,,,2. Your last employer,
29827438,246357,2015-09-08 14:06:57.120000000,www.werk.nl,/werk_nl/werknemer/werkmap,werkmap,UWV,0,,,,,,,
638770,1571348,2015-09-09 11:57:04.893000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
26805371,1383303,2015-09-08 12:09:51.040000000,www.werk.nl,/werk_nl/werknemer/werkmap,werkmap,UWV,0,,,,,,,
13748886,1512386,2015-09-08 21:39:10.950000000,www.werk.nl,/werk_nl/werknemer/vacatures,vacatures,Search Engine,0,,,,,,,
28911732,237498,2015-09-09 13:00:39.443000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
14902522,1793730,2015-09-08 13:58:03.417000000,www.werk.nl,/werk_nl/werkgever/cvs_zoeken,cvs_zoeken,,0,,,,,,,
